contributor_zip,total_population,median_age,median_income,num_donations,total_amt_donated,white_alone_percent,black_alone_percent,native_american_percent,asian_alone_percent,hawaiian_pacific_percent,other_race_percent,two_or_more_races_percent,amt_donated_per_resident
21045,40980,38,115134,25,16692.3,46.957052220595415,31.181063933626156,0.3538311371400683,11.149341142020498,0,3.4773060029282576,6.881405563689605,0.4073279648609077
21863,4913,40.3,67107,2,2000,69.87583960920009,22.409932831263994,0,1.8929371056381028,0,0.18318746183594548,5.638102992061877,0.4070832485243232
20853,31794,41.8,146075,18,12898.5,55.29974208970246,11.511605963389318,0.5567088129835818,12.288482103541549,0,13.181732402340064,7.161728628043027,0.4056897527835441
21228,50268,42.7,102592,26,20373.72,57.79024429060237,20.124134638338507,0.21683774966181268,13.207209357841968,0.21882708681467333,2.6557650990689905,5.78698177767168,0.4053019813798043
21230,32883,33.5,95470,20,12888.46,59.295076483289236,26.840616732049995,0.5656418210017334,2.6001277255724844,0.015205425295745522,5.911869354985859,4.771462457804945,0.3919490314144086
20733,2669,47.7,128864,3,1025,85.5751217684526,7.9055826152116895,0.18733608092918697,1.3113525665043086,0,0.14986886474334957,4.87073810415886,0.3840389659048333
21722,6709,43.5,84906,2,2500,94.3359666120137,0.9688478163660754,0,1.475629751080638,0,0.2384856163362647,2.981070204203309,0.3726337755254136
20770,28458,35.9,80876,18,10268.85,20.55660974067046,51.012017710309934,0.5376344086021506,10.320472274931477,0,11.750650080820858,5.822615784665121,0.36084229390681005
20902,53308,36.4,105677,35,19053.49,37.49718616342763,17.91100772867112,0.7597358745404067,7.75680948450514,0.031890147820214605,29.074435356794474,6.968935244241015,0.3574227132888122
20832,25488,41.2,160287,19,8968.64,60.80508474576271,12.880571249215317,0.3256434400502197,13.186597614563716,0,4.076428123038292,8.725674827369742,0.3518769617074702
21217,31634,39.9,36665,20,10652.6,12.992350003161155,82.12682556742746,0.14541316305241198,1.191755705886072,0.015805778592653474,0.28450401466776254,3.2433457672124932,0.3367452740722008
20707,36352,39,97720,24,11903.26,22.312389964788732,47.18034771126761,0.6959727112676056,11.097051056338028,0,9.157680457746478,9.55655809859155,0.3274444322183099
21645,1231,47.9,NA,1,400,94.55727051177905,4.54914703493095,0,0,0,0,0.8935824532900082,0.3249390739236393
20748,40763,40,79381,19,13038,5.078134582832471,84.38289625395579,0.09076858916173981,1.1333807619655079,0,5.742953168314402,3.5718666437700857,0.31984888256507127
21787,10879,41,83669,1,3300,90.18292122437724,6.746943652909275,0,0.753745748690137,0,0.10111223458038424,2.215277139442964,0.3033367037411527
20695,11455,40.2,121528,3,3450.24,28.92186817983413,57.54692274116107,0,2.610213880401571,0,3.0117852466171975,7.909209951986032,0.3011994762112614
20662,2590,44.5,76250,1,770.51,60.810810810810814,28.764478764478763,2.0463320463320462,1.0424710424710426,0,4.1312741312741315,3.2046332046332044,0.2974942084942085
21078,19820,45.2,100853,6,5581.27,72.13420787083754,15.94853683148335,0.19677093844601415,2.3612512613521695,0,3.279515640766902,6.079717457114026,0.2815978809283552
20714,4767,34.7,86534,2,1312.3,72.2886511432767,14.99895112229914,0.35661841829242713,4.090623033354311,1.0279001468428781,0.9020348227396686,6.335221313194881,0.2752884413677365
21205,14684,32.8,38211,2,4000,16.609915554344866,63.38872241895941,0.074911468264778,3.1054208662489784,0.006810133478616181,9.391174067011713,7.423045491691638,0.27240533914464726
21704,18473,37.4,162437,5,5025,59.481405294213175,11.562821415038165,0.211118930330753,14.529313051480539,0.21653223623666973,1.6131651599631898,12.385643912737509,0.27201862177231634
21701,40787,39.2,97769,30,11090.789999999999,76.11739034496286,12.150930443523672,0.2304655895260745,2.7141000809081324,0.0367764238605438,1.441635815333317,7.308701301885405,0.2719197293255204
21801,30766,37.2,65750,12,8364.35,54.72274588831827,33.73854254696743,0.1560163817200806,2.844048625105636,0,3.4031073262692586,5.135539231619321,0.27186992134174087
21084,7366,50.6,114200,2,2000,91.569372793918,0.9231604670105892,0,3.25821341297855,0,0.4344284550638067,3.814824871029052,0.27151778441487917
20747,39279,38.7,71259,18,10591,2.1665521016319156,86.67226762392119,0.8732401537717356,0.7790422363094783,0.33860332493189743,4.694620535146007,4.4756740242877875,0.26963517401155834
21629,9988,39.5,65541,3,2666.4,79.55546655987185,14.897877452943531,0.0500600720865038,0.1802162595114137,0,1.511814177012415,3.8045654785742893,0.2669603524229075
20737,24438,31.9,85752,11,6483,20.230788116867174,26.945740240608888,0.9575251657255094,3.8873884933300595,0,41.656436696947374,6.322121286520992,0.2652835747606187
20842,1927,47.3,152917,1,500,69.43435391800726,13.907628437986508,0.4151530877010898,2.33523611831863,0,7.109496626881162,6.798131811105346,0.2594706798131811
20701,794,30,79236,1,200,44.584382871536526,45.34005037783375,0,5.037783375314862,0,0,5.037783375314862,0.2518891687657431
20639,15058,39.3,144035,6,3718.45,77.7526896002125,11.422499667950591,0.06640988179041042,2.3177048744853233,0,0.11953778722273874,8.321158188338424,0.2469418249435516
20657,21054,35.4,110669,6,5164.35,79.52408093473923,12.591431556948798,0.09024413413128146,0.9784364016338938,0.04274722143060701,0.8976916500427472,5.87536810107343,0.24529068110572813
20620,1325,46.8,154128,1,325,55.77358490566038,10.716981132075471,0,3.471698113207547,0,0,30.037735849056602,0.24528301886792453
21713,9999,45.3,96555,3,2450,92.38923892389239,4.390439043904391,0,2.1702170217021703,0.1000100010001,0.15001500150015,0.8000800080008,0.245024502450245
20659,23346,38.1,115729,7,5709.15,88.04506125246296,6.754904480424913,0.021416945086952795,0.3469545104086353,0,0.826694080356378,4.004968731260173,0.2445451040863531
20785,41281,36.5,83146,26,10094.7,8.337976308713452,73.59802330369904,0.3730529783677721,2.6913107725103558,0,9.382040163755722,5.617596472953659,0.24453622732007463
21617,10401,41.6,116827,6,2520.25,87.8665512931449,7.172387270454764,0,1.442169022209403,0,1.9709643303528508,1.5479280838380924,0.24230843188154985
21769,12562,42.5,142887,8,2978.7,85.46409807355516,1.894602770259513,0.07164464257283872,5.0469670434644165,0,0.652762298996975,6.869925171151091,0.23711988536857187
20851,14659,36,107578,7,3472.74,34.190599631625624,11.631079882665938,0.6344225390545057,16.078859403779248,0,23.896582304386385,13.568456238488299,0.23690156218023056
21625,2329,41.8,98750,1,550,83.12580506655218,5.6676685272649205,0.7728638900815801,1.2022327179046801,0,0,9.23142979819665,0.23615285530270502
21632,6504,43.1,59135,2,1500,67.65067650676507,25.322878228782287,0.5535055350553505,0,0,0.16912669126691268,6.303813038130382,0.23062730627306274
20735,39399,44.7,124371,25,9062.77,8.21340643163532,77.48927637757303,0.3553389679941115,2.0888855047082413,0,7.119470037310592,4.7336226807787,0.23002538135485673
20879,27489,36.1,100324,9,6275,36.814725890356144,20.41543890283386,0.632980464913238,13.849176034049984,0.1345992942631598,19.189493979409946,8.96358543417367,0.2282731274327913
21716,6630,36.6,100043,4,1497.15,72.39819004524887,11.206636500754149,0.22624434389140274,1.9155354449472097,0,0.8446455505279035,13.408748114630468,0.22581447963800907
21122,61444,39.4,118302,24,13812.02,82.21144456741098,7.196797083523208,0.22622225115552375,1.9237028839268275,0,2.0360002603997134,6.405832953583751,0.22479037823058395
20740,36583,24.5,79446,16,8157.78,41.62862531777055,22.767405625563786,0.19134570702238743,14.061175956045158,0.021868080802558566,12.863898532105075,8.465680780690485,0.22299374026187027
21144,37041,36.6,127055,11,8244.75,47.51221619286736,32.94727464161335,0.37525984719634997,7.459301854701547,0,3.679706271428957,8.026241192192435,0.22258443346561918
21215,53674,42.6,49523,16,11926.27,18.014308603793268,75.22450348399597,0.07266087863770168,1.2613183291724113,0.03167269068822894,2.081082088161866,3.314453925550546,0.22219827104370832
21702,46596,38.1,100449,14,10226.02,62.44956648639368,16.857670186282085,0.1781268778435917,4.5712078289981974,0,4.472486908747532,11.470941711734913,0.2194613271525453
20906,71560,40,91563,41,15461.23,31.185019564002236,23.788429290106205,0.2543320290665176,11.488261598658468,0.03633314700950251,24.707937395192843,8.539686975964225,0.21605967020681946
21214,21510,41.2,77398,9,4641.2,35.20688052068805,58.87959088795909,0.6694560669456067,0.43700604370060436,0.037192003719200374,0.9251510925151092,3.8447233844723385,0.21576940957694096
21162,4322,37.6,138654,3,924.5999999999999,76.23785284590467,14.322073114298936,0,2.4988431281813974,0,1.2494215640906987,5.691809347524295,0.21392873669597406
21678,1685,50,75865,2,360.25,70.86053412462908,25.816023738872403,0,0.5341246290801187,0,0.2373887240356083,2.5519287833827895,0.21379821958456974
20736,9274,45.2,158924,5,1959.86,80.03019193444038,8.680181151606641,0.4744446840629717,0.48522751779167567,0,2.0487384084537417,8.281216303644598,0.21132844511537632
21207,51765,37.8,59822,11,10920.66,9.904375543320777,79.37409446537235,0.20090794938665119,2.293055153095721,0.25886216555587754,4.188158021829421,3.7805467014391962,0.210966096783541
20886,34692,37.9,94586,10,7122.3,36.08901187593682,22.846765824974057,0.4640839386602098,13.55067450709097,0,16.044044736538684,11.005419116799262,0.2053009339328952
21613,17945,42.6,51094,7,3541.4,52.45472276400112,33.608247422680414,0,1.9838395096127055,0,3.1819448314293677,8.7712454722764,0.19734745054332684
21655,4753,42.7,78000,1,929.2,81.86408584052177,8.878602987586786,0.12623606143488322,0.4628655585945719,0,2.987586787292236,5.680622764569746,0.19549758047548918
21234,66095,40.5,80692,13,12899.49,60.21938119373629,29.723882290642255,0.17701792873893638,4.6009531734624405,0,1.1392692336787957,4.139496179741282,0.19516589757167713
20685,6750,47,119792,2,1260.25,79.65925925925926,14.681481481481482,0,0,0,2.4444444444444446,3.214814814814815,0.1867037037037037
20616,6792,37.4,118864,3,1250,13.015312131919906,75.63309776207304,0,2.65017667844523,0,1.4723203769140165,7.229093050647821,0.18404004711425206
21638,5064,47.1,116953,4,912.3,80.98341232227489,7.2274881516587675,0,0,0.2962085308056872,1.6587677725118484,9.834123222748815,0.18015402843601894
20877,38524,36.9,86134,17,6739.15,28.64188557782162,18.53390094486554,0.537327380334337,16.0627141522168,0.3270688402035095,25.934482400581455,9.962620703976741,0.17493380749662546
20876,26572,35.7,107542,6,4630.05,31.450398916152338,30.468161975011288,0.17311455667620052,19.86677705855788,0,8.298208640674394,9.743338852927893,0.17424544633448744
21053,3051,40.9,99513,2,520.5,91.31432317273025,3.2120616191412656,0.19665683382497542,0,0,0.3605375286791216,4.916420845624385,0.17059980334316618
20874,61922,37.4,108211,11,10302.09,36.83343561254481,23.403636833435613,0.19056232033849035,17.536578275895483,0,8.691579729336908,13.344207228448694,0.16637204870643713
20608,603,49.5,102647,1,100,44.11276948590381,36.81592039800995,0,1.658374792703151,0,5.140961857379768,12.271973466003317,0.16583747927031509
20634,7853,33.1,131042,2,1300.24,56.25875461607029,32.95555838533045,0,2.2666496880173184,0,1.8591621036546542,6.659875206927289,0.16557239271615942
21853,10659,29.4,55000,3,1600,39.59095599962473,53.31644619570316,0.028145229383619477,0.6661037620789942,0,0.26268880758044844,6.135660005629045,0.15010789004597055
20619,13925,34.8,110960,7,2011.15,73.85996409335726,12.409335727109514,0.12208258527827648,1.9461400359066425,0,4.926391382405745,6.736086175942549,0.14442728904847396
20903,25324,32.5,78649,9,3580.1,16.253356499763072,27.00995103459169,1.0740799241825936,9.453482862107093,0,41.25335649976307,4.955773179592481,0.1413718211972832
21237,30983,40.5,84118,6,4332.04,44.434044476002974,38.421069618823225,0.3679437110673595,8.488525965852242,0.42604008649904784,2.8886808895200593,4.973695252235097,0.13981990123616175
21009,32565,36.9,108703,3,4508.2,72.9064947029019,17.230155074466452,0.07062797481959159,3.933671119299862,0,1.4094887148779365,4.44956241363427,0.1384369722094273
20618,1087,57.9,78654,1,150,49.494020239190434,47.65409383624655,0,1.1039558417663293,0,0,1.7479300827966882,0.13799448022079117
21754,7260,40,179068,2,1000,74.06336088154269,9.53168044077135,0.04132231404958678,8.016528925619834,0.11019283746556473,1.2396694214876034,6.997245179063361,0.13774104683195593
21001,25908,35.8,76250,5,3283.2,61.13941639647985,24.000308784931295,0.21614945190674695,3.5008491585610626,0,3.8482322062683343,7.29504400185271,0.12672533580361278
21780,1975,47.3,62043,1,250,98.37974683544304,1.5189873417721518,0,0,0,0,0.10126582278481014,0.12658227848101267
21631,2787,47.6,67181,1,350,83.56655902404019,4.520990312163617,0,0,0,6.530319339791892,5.382131324004305,0.12558306422676713
20746,28078,41.2,78754,9,3484,4.911318469976494,86.622978844647065,0.08547617351663224,1.5350096160695206,0,2.8385212621981624,4.006695633592136,0.12408291188831114
21770,7786,41.4,175809,3,956.15,75.27613665553558,10.05651168764449,0,10.12072951451323,0,0.7449267916773696,3.8016953506293345,0.12280375032108913
21623,2187,37.5,69068,1,260.25,74.98856881572931,8.367626886145404,0.411522633744856,1.3260173754000915,0,11.979881115683586,2.9263831732967533,0.11899862825788751
21226,5902,36.4,71500,2,700,57.4042697390715,19.97627922738055,0,4.913588614029143,0,6.50626906133514,11.199593358183666,0.11860386309725517
21220,42652,37.4,77571,6,4999.01,59.108599831191974,25.70571133827253,0.4853230798086842,5.64100159429804,0.08440401387977117,3.845071743411798,5.1298883991372035,0.1172045859514208
21643,5021,40.4,52143,2,575,60.50587532364071,27.544313881696876,0,0.9958175662218682,0,6.5723959370643295,4.38159729137622,0.11451902011551483
20710,9781,33.6,58884,3,1097.6,3.9566506492178717,65.63746038237399,0,0.5111951743175545,0,24.61915959513342,5.275534198957161,0.11221756466618954
21837,3165,39,81173,1,350,66.38230647709321,25.655608214849924,0,0.9794628751974723,0,5.023696682464455,1.9589257503949447,0.11058451816745656
20794,16035,37.8,111200,5,1720.51,40.124727159338946,43.28656064858123,0.32429061428125977,5.999376364203305,0.037418147801683815,3.3863423760523856,6.841284689741191,0.10729716245712503
21710,4988,48.3,158918,1,520.51,86.52766639935847,5.513231756214916,0.32076984763432237,2.0850040096230953,0,0.14033680834001605,5.41299117882919,0.10435244587008821
20722,6218,37.4,82241,2,648.5,17.594081698295273,33.12962367320682,3.377291733676423,3.7954326149887425,0.32164683177870695,33.193953039562565,8.587970408491476,0.10429398520424574
21830,4837,40,105836,1,500,81.60016539177177,14.843911515402109,0.04134794293983874,0.06202191440975812,0.39280545792846805,0.5168492867479842,2.5428984908000825,0.10336985734959686
20732,10676,43,130008,1,1100,77.2573997751967,10.443986511802173,0.32783814162607716,4.083926564256276,0,0.2529037092544024,7.6339452978643685,0.10303484451105283
21104,6077,46.1,195000,2,604.1,77.45598156985355,5.512588448247491,0,10.696067138390655,0,0.6582195162086556,5.677143327299654,0.09940760243541222
20645,763,50.4,119167,1,75,92.66055045871559,0,0.5242463958060288,0,0,0,6.8152031454783755,0.0982961992136304
20615,524,48.1,183393,1,50,95.0381679389313,0,0,0,0,0,4.961832061068702,0.09541984732824428
21532,13229,33.5,55761,2,1259,87.8070904830297,7.218988585682968,0.13606470632700884,1.8293143850631188,0.022677451054501474,0.6122911784715398,2.373573210371154,0.09516970292539119
21774,15096,37.1,159542,3,1404.1,82.55829358770535,3.6301006889242182,0.271595124536301,3.510863804981452,0,0.27821939586645467,9.75092739798622,0.09301139374668786
21798,2699,38.6,120732,1,250,82.14153390144497,12.041496850685439,0,0.29640607632456467,0,1.593182660244535,3.9273805113004814,0.09262689885142646
21911,10804,42.4,88583,2,950,88.48574601999259,0.9811181044057756,0.15734912995186967,2.4157719363198815,0,3.9614957423176604,3.9985190670122175,0.08793039614957424
21755,5706,43.6,129085,1,500,80.94987732211708,3.1370487206449353,0.03505082369435682,1.805117420259376,0,5.625657202944269,8.447248510339993,0.08762705923589205
20743,38692,38.6,73023,7,3291.13,3.9930735035666283,82.91636514008064,0.39543057996485065,0.6383748578517523,0,9.151762638271476,2.9049932802646543,0.0850597022640339
21239,28417,37.8,62547,7,2380.9700000000003,14.681352711405147,76.76390892775451,0.07741844670443748,2.421085969666045,0,0.7530703452158919,5.303163599253968,0.08378681774993843
21155,3063,36.3,129231,1,250,95.29872673849168,1.7303297420829251,0,1.2732615083251715,0,0.5550114267058439,1.1426705843943845,0.08161932745674176
21213,28862,37.3,47870,2,2350,7.442311690111565,87.64118910678401,0.20442103804310163,0.1212667174831959,0,2.2694199986140946,2.321391448964036,0.08142193888157438
21201,18305,32.1,42324,6,1443.19,30.45615951925703,54.55886369844305,0.42065009560229444,5.779841573340618,0,1.3875990166621142,7.396886096694892,0.0788413001912046
20712,9630,39,64674,3,720,19.979231568016615,42.84527518172378,0,1.1838006230529596,0,29.989615784008304,6.0020768431983385,0.07476635514018691
21851,7072,47.5,47901,2,510.25,57.720588235294116,36.84954751131222,0,1.2160633484162897,0,1.0322398190045248,3.1815610859728505,0.07215073529411764
20783,50387,32,79040,5,3550,8.861412665965428,23.27981423779943,0.4644055014190168,3.2349613987734935,0.04961597237382659,58.16976601107429,5.940024212594518,0.07045468077083375
21074,15146,40.7,96367,4,1062.3,89.30410669483692,3.519080945464149,0.04621682292354417,2.436286808398257,0,1.9939257889871915,2.7003829393899377,0.07013732998811567
21921,45081,39.4,80999,5,3095.3,79.01111332934052,9.702535436214815,0.031055211729997118,1.4729043277655776,0.07985625873427829,2.7195492557840333,6.982986180430781,0.06866085490561434
20601,27328,36.8,115742,6,1860.6,29.768003512880565,56.3048887587822,0.7135538641686183,3.0993852459016393,0.0622072599531616,2.5504976580796255,7.501463700234192,0.06808401639344262
21703,39606,35.5,103028,7,2337,59.912639499065804,14.884108468413876,0.4973993839317275,9.132454678584052,0.06312174922991465,3.900924102408726,11.609352118365903,0.059006211180124224
21804,38722,32.9,64513,6,2275,58.8838386446981,29.729869324931563,0.22467847735137647,3.8479417385465626,0.023242601105314807,0.8264035948556377,6.464025618511441,0.05875213057176799
21102,12024,44.5,110503,3,700,93.562874251497007,1.5385894876912842,0.8233532934131738,0.8566200931470394,0,0.024950099800399198,3.1936127744510974,0.0582168995342648
21133,32070,45.1,83305,8,1845,11.780480199563454,78.92734642968506,0.22762706579357658,2.020579981290926,0.015590894917368257,2.3729342064234484,4.655441222326162,0.05753040224508887
21075,36176,33.9,126378,9,1998,42.674701459531185,25.69106590004423,0.16032728881026095,20.306280406899603,0,3.435979655019903,7.731645289694826,0.055229986731534716
21060,38418,37.4,95596,4,2100,62.84293820604925,22.031339476287158,0.7444427091467541,3.7664636368368996,0.17700036441251496,4.65667135197043,5.781144255296996,0.05466187724504139
21219,9605,44.9,116000,1,520.51,86.49661634565331,3.5502342529932327,0.1665799062988027,7.006767308693389,0,0,2.77980218636127,0.05419156689224362
21817,4138,42.7,46875,1,218,71.82213629772836,21.967133881101983,0.02416626389560174,0.8699855002416627,0,1.6191396810053167,3.6974383760270664,0.05268245529241179
20603,32495,38.5,132753,5,1670.7199999999998,22.738882905062315,61.107862748115096,0.33235882443452835,5.6501000153869825,0,2.3018925988613637,7.868902908139713,0.05141467918141252
21520,2056,42,67708,1,100,97.27626459143968,2.237354085603113,0.048638132295719845,0.048638132295719845,0,0,0.38910505836575876,0.048638132295719845
20640,10629,37.4,88750,1,500,37.75519804308966,54.70881550475115,0.30106312917489886,2.3520556966788972,0.07526578229372471,0.8843729419512654,3.923228902060401,0.04704111393357795
21826,5569,28.7,60513,1,250,65.09247620757766,24.474771054049203,0.6643921709463099,2.8012210450709283,0,2.908960316035195,4.0581792063207045,0.0448913629017777
21791,4855,42.6,88984,1,214.41,95.09783728115345,1.0916580844490216,0.10298661174047373,1.6683831101956745,0.20597322348094746,0.5355303810504635,1.297631307929969,0.044162718846549945
20872,12932,41.7,129775,3,569.16,68.94525208784411,12.039901020723786,0.03866377977111043,5.760903185895453,0,6.8744200433034335,6.340859882462109,0.044011753789050416
21128,15934,40,122021,3,674.25,66.60599974896448,13.411572737542363,0,14.026609765281787,0,0.3200702899460274,5.635747458265344,0.04231517509727627
21875,7446,38.9,69362,1,300,65.92801504163309,13.779210314262691,0.12087026591458502,3.94842868654311,0,8.058017727639001,8.1654579640075209,0.040290088638195005
21773,5553,43,142470,1,206.14999999999998,90.09544390419593,0.3961822438321628,0.09004141905276428,2.197010624887448,0,1.854853232486944,5.366468575544751,0.0371240770754547
20751,2081,49.9,115451,1,75,87.21768380586256,0.09610764055742432,0,0.3844305622296973,0,0,12.301777991350313,0.03604036520903412
21771,31653,41.6,148909,4,1135.1,87.09758948598869,4.264998578333807,0.05686664771111743,1.939784538590339,0.04422961488642467,1.9113512147347804,4.685179919754842,0.03586073989827188
21244,39501,34.8,80335,3,1343,11.799701273385484,73.10447836763626,0,7.308675729728361,1.1265537581327054,4.361914888230678,2.2986759828865093,0.033999139262297154
21157,39816,41.1,96406,6,1350.67,89.28320273256982,3.8627687361864576,0.18836648583484028,0.8263009845288327,0.00753465943339361,2.034358047016275,3.79746835443038,0.033922794856339165
20755,10011,27.2,94110,1,339.27,48.24692837878334,24.852662071721106,0.159824193387274,7.761462391369493,0.3296373988612526,3.6260113874737785,15.023474178403756,0.03388972130656278
21236,38632,38.6,91855,4,1186.41,57.94677987160903,19.874715261958997,0.173431352246842,15.792607165044522,0,1.9905777593704699,4.221888589770139,0.03071055083868296
21550,13640,47.4,61824,1,400,96.5542521994135,0.5351906158357771,0.10263929618768329,0.5718475073313782,0,0.6158357771260997,1.6202346041055717,0.02932551319648094
21904,5975,43.4,89797,1,166,86.89539748953975,7.380753138075313,0.05020920502092051,0.16736401673640167,0,0.9874476987447698,4.518828451882846,0.027782426778242678
21161,5625,46.4,109848,1,156,96.23111111111112,0.4977777777777778,0,0.3377777777777778,0,0,2.933333333333333,0.027733333333333332
20653,27053,34.7,96650,2,750,58.551731785753894,24.20433962961594,0,5.134365874394707,0,2.3472442982294015,9.762318412006062,0.02772335785310317
21061,55172,36.4,79778,4,1333.2,54.197781483361126,27.883709127818456,0.29362720220401656,4.255781918364388,0.1015007612557094,5.125788443413326,8.141811063582976,0.02416443123323425
21090,10346,38,118048,1,250,84.09046974676203,6.2826213029190034,0,4.330175913396482,0,1.0052194084670405,4.291513628455442,0.02416392808815001
21158,23011,42.1,109076,2,550,90.17861022989005,1.7861022989005257,0,2.3510494980661423,0,1.0125592108122203,4.67167876233106,0.023901612272391466
21727,6588,28.4,82636,1,150,81.17789921068609,8.060109289617486,0.7741347905282332,0.4857316332726169,0.10625379477838494,2.185792349726776,7.210078931390407,0.022768670309653915
21229,44332,38.2,52692,4,1008.2,18.142650906794188,74.2059911576288,0.11955246774339078,2.422629252007579,0,1.337634214562844,3.771542001263196,0.022742037354506903
21221,43822,41.4,68140,5,968.46,60.00867144356717,30.388845785222035,0.1391994888412213,1.7365706722650722,0,1.5357582949203596,6.190954315184154,0.022099858518552326
21227,35052,37.2,78626,4,735,64.61542850621933,18.141618167294304,0.13408650005705808,4.624557799840237,0,7.2948761839552665,5.189432842633801,0.020968846285518657
20724,18345,33.8,105757,2,378,32.27582447533388,45.44562551103843,3.2651948759880076,5.65276642136822,0,8.023984736985556,5.336603979285909,0.02060506950122649
21206,51020,36.5,61572,1,1050,22.551940415523326,72.03841630733045,0.03920031360250882,1.6522932183457468,0.07252058016464132,1.4739317914543315,2.1716973735789886,0.02058016464131713
21154,7059,49.4,115000,1,100,93.42683099589178,3.7115738773197333,0,0.5666525003541578,0.26915993766822494,0,2.0257826887661143,0.014166312508853945
21223,20728,39.2,35541,2,275,16.108645310690854,74.13643380934002,0.12060980316480124,1.1578541103820919,0,2.807796217676573,5.668660748745658,0.013267078348128136
21225,34872,35.2,49171,1,329.2,35.75934847442074,43.5879788942418,1.0524202798807065,2.3199128240422118,0.028676301904106444,11.602431750401468,5.64923147510897,0.009440238586831842
21222,60013,36.5,60483,1,500,66.35229033709363,18.276040191291887,1.0797660506890174,2.1911919084198423,0,6.301967906953493,5.79874360555213,0.00833152816889674
21901,19938,36.3,105876,1,50,87.39091182666266,5.953455712709399,0.08526431939010934,2.1215768883538972,0,0.6670679105226202,3.7817233423613197,0.002507774099709098
20784,32191,35.7,80170,2,75,10.189183312105868,53.86288092945233,0.31996520766673914,1.857662079463204,0,29.08887577273151,4.681432698580348,0.002329843745146159
21843,NA,NA,NA,10,8500,NA,NA,NA,NA,NA,NA,NA,NA
20604,NA,NA,NA,4,1760.25,NA,NA,NA,NA,NA,NA,NA,NA
21404,NA,NA,NA,3,4300,NA,NA,NA,NA,NA,NA,NA,NA
20773,NA,NA,NA,2,3500,NA,NA,NA,NA,NA,NA,NA,NA
20824,NA,NA,NA,2,5300,NA,NA,NA,NA,NA,NA,NA,NA
20859,NA,NA,NA,2,3500,NA,NA,NA,NA,NA,NA,NA,NA
21041,NA,NA,NA,2,1302.05,NA,NA,NA,NA,NA,NA,NA,NA
21203,NA,NA,NA,2,1215.76,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,208.2,NA,NA,NA,NA,NA,NA,NA,NA
20610,NA,NA,NA,1,104.1,NA,NA,NA,NA,NA,NA,NA,NA
20704,NA,NA,NA,1,180,NA,NA,NA,NA,NA,NA,NA,NA
20717,NA,NA,NA,1,1061.55,NA,NA,NA,NA,NA,NA,NA,NA
20718,NA,NA,NA,1,250,NA,NA,NA,NA,NA,NA,NA,NA
20741,NA,NA,NA,1,2500,NA,NA,NA,NA,NA,NA,NA,NA
20749,NA,NA,NA,1,225,NA,NA,NA,NA,NA,NA,NA,NA
20757,NA,NA,NA,1,125,NA,NA,NA,NA,NA,NA,NA,NA
20775,NA,NA,NA,1,250,NA,NA,NA,NA,NA,NA,NA,NA
20791,NA,NA,NA,1,1000,NA,NA,NA,NA,NA,NA,NA,NA
20875,NA,NA,NA,1,250,NA,NA,NA,NA,NA,NA,NA,NA
21022,NA,NA,NA,1,3300,NA,NA,NA,NA,NA,NA,NA,NA
21055,NA,NA,NA,1,500,NA,NA,NA,NA,NA,NA,NA,NA
21094,NA,NA,NA,1,1000,NA,NA,NA,NA,NA,NA,NA,NA
21284,NA,NA,NA,1,250,NA,NA,NA,NA,NA,NA,NA,NA
21792,NA,NA,NA,1,2000,NA,NA,NA,NA,NA,NA,NA,NA
